NO3_N_py,NH4_N,SRP,DP,bulk_NO3_N_py,bulk_NH4_N,bulk_SRP,bulk_DP,NO3_rate,NH4_rate,SRP_rate,DP_rate,rock_ID
341.01,148.93,57.51,60.39,406.6,409.77,319.04,319.9,4.957639924685377,19.715670040477708,19.767823898505352,19.615141589496897,133
365.09,198.39,100.18,103.6,406.6,409.77,319.04,319.9,8.485903697801827,43.21248671744997,44.741625711898486,44.21828402395887,134
358.86,178.22,68.69,72.91,406.6,409.77,319.04,319.9,3.982990609235587,19.318422194564306,20.886922895310622,20.606595110496386,135
330.22,138.32,47.7,50.68,406.6,409.77,319.04,319.9,4.119698329344478,14.641164067826114,14.63523101183989,14.520884841923545,136
319.84,99.89,35.6,38.47,406.6,409.77,319.04,319.9,7.344775149917484,26.23327482084404,23.994963906092792,23.824804869078793,137
265.87,30.06,2.51,6.54,406.6,409.77,319.04,319.9,7.504691461838995,20.248748631953983,16.87955651542597,16.71051031394775,138
355.95,213.34,151.07,154.94,406.6,409.77,319.04,319.9,4.502713689619156,17.46235044524956,14.932296514221703,14.664711752015307,139
362.59,170.79,85.35,88.88,406.6,409.77,319.04,319.9,3.013226550342912,16.3622104294694,16.000020735051905,15.817214216319442,140
307.8,55.74,10.5,15.31,406.6,409.77,319.04,319.9,5.637220803993736,20.199851024675123,17.6043330654274,17.378958347049107,141
336.44,140.44,87.18,92.32,406.6,409.77,319.04,319.9,5.132320465220009,19.701936586341283,16.96094388634423,16.647854781567407,142
367.99,125.58,42.22,46.93,406.6,409.77,319.04,319.9,3.9407684692634413,29.006138080289485,28.253911620344617,27.86095749947788,143
365.92,187.56,101.33,105.79,406.6,409.77,319.04,319.9,4.9324963745201345,26.943215815686308,26.397585685761516,25.961081581821674,144
